user_id,book_id,rating
23,5968,4.4
23,8745,3.9
23,8736,2.2
23,6245,4.2
23,7130,4.5
23,7643,3.5
23,6639,4.9
23,169,3.2
23,9169,2.6
23,7830,4.9
23,8758,4.3
23,2508,1
23,6903,3.6
23,9237,5
23,8696,4
23,5747,2.8
23,6393,3.4
23,4179,4.1
23,6768,5
23,4698,3.4
23,6357,3.7
23,7035,3.1
23,8973,4.5
23,5005,3.6
23,3405,4.1
23,5122,3.1
23,4127,3.3
23,7698,2.9
24,1925,3.4
24,8103,3.2
24,1202,2.5
24,1235,4
24,8487,4.7
24,6374,5
24,7930,2.9
24,2282,4
24,3513,5
24,1131,3.5
24,4410,5
24,2500,3.7
24,6418,4.2
24,6214,2.1
24,1319,3.4
25,336,3.5
25,1842,4.9
25,2839,2.7
25,6220,4.3
25,7051,3.5
25,4508,4.3
25,6564,3.6
25,3465,3.7
25,6559,4.2
25,1062,3.8
25,4167,5
25,2366,2.3
25,356,4.6
25,5001,4.9
25,3535,5
25,450,3.8
25,5835,4
25,4193,3.7
25,5203,5
25,6520,3.3
25,3327,3.3
25,419,3
26,336,3.6
26,1964,4
26,1754,5
26,4051,3.6
26,339,3.7
26,4289,5
26,5892,4.3
26,2014,4.9
26,5616,2.5
26,9107,4.2
26,1895,3.9
26,1739,2.8
26,303,3.9
26,3174,2.9
26,900,2
26,9673,3.5
26,9477,3
26,8166,4
26,4218,4.1
26,4816,2.4
26,51,2.5
26,8502,4.3
26,4204,4.3
26,2498,3.5
26,7430,2.8
26,9265,4.4
26,5684,3
26,3224,3.3
26,3279,3.5
26,4650,3.5
26,7224,2.7
26,6036,3.2
26,8607,3.9
27,2712,3.1
27,9506,2.6
27,4274,5
27,4219,4.4
27,3128,5
27,8481,3.7
27,4047,4.5
27,454,4
27,2195,4.8
27,2861,4.2
27,4783,3.3
27,4976,3.3
27,5804,4.1
27,9838,4.8
27,7895,4.8
27,2522,4.1
27,6650,4.2
27,9011,5
27,3580,3.5
27,289,5
27,3047,3.2
27,71,5
27,6348,3.7
27,7760,4.4
28,3481,3.4
28,2185,3.7
28,8877,5
28,6206,3.1
28,6560,2.1
28,4813,3.5
28,4995,3.3
28,4622,4.1
28,6147,3.6
28,5468,3.2
28,9637,3.4
28,7062,2.8
28,4077,3.5
28,7762,1.4
28,5697,4.7
28,3543,5
28,3013,4.9
28,9543,3.4
28,8845,3.6
28,8374,1.5
28,5345,1.9
28,3755,4.7
28,6428,3.4
28,5,2.8
28,6120,3.6
28,8906,2.5
28,9355,2.6
29,6627,5
29,7396,2.3
29,6247,3.4
29,5724,4.3
29,1040,4.3
29,1246,4.3
29,7261,1.9
29,3454,2.7
29,1482,3.7
29,6906,3.9
29,3091,4.5
29,9758,4.1
29,3501,3.3
29,1858,3.3
29,973,3.5
29,2078,3.4
29,2466,4.7
29,8854,3.8
29,315,4.4
29,5476,4.7
29,1617,3.9
29,7066,5
29,4777,5
29,9598,2.6
29,8153,4.6
30,2266,4.2
30,4702,4.9
30,1482,3.5
30,4131,2.5
30,4555,3.3
30,4584,4.8
30,8220,4.6
30,1384,4.3
30,1145,4.3
30,7572,3.6
30,4724,2.7
30,8542,3.6
30,6264,3.5
30,6740,4.3
30,2059,3.7
30,6192,3.5
30,9812,3.6
30,8539,5
30,5689,4.6
30,6536,4.9
30,4748,1
30,4393,4.6
30,9723,3.5
30,4649,3.4
30,2863,3
30,3280,4.8
30,3763,3.4
30,801,3.6
31,9095,4.3
31,2267,4.1
31,1503,2.6
31,5178,1.1
31,9044,5
31,5135,2.7
31,4751,4.2
31,1484,4.9
31,3080,5
31,1181,4.1
31,5000,5
31,3244,4.4
31,2975,4.8
31,4743,3.7
31,4311,4.6
32,2489,3.7
32,4277,5
32,1090,2.9
32,7965,4.2
32,7602,1.8
32,1165,2.5
32,7773,3.8
32,7748,4.5
32,8714,4.9
32,6222,4.8
32,1606,2.4
32,6363,2
32,1884,5
32,6213,5
32,1006,3.1
32,878,2.3
32,2750,4.7
32,4137,3.9
32,9655,4.5
32,39,3.3
32,4421,3
32,5435,3.8
33,8649,4.4
33,2828,4.8
33,3970,4.7
33,6875,4.1
33,3769,4
33,9554,3.5
33,9130,2.6
33,3673,4.7
33,713,4.8
33,8898,5
33,4698,5
33,4465,5
33,5771,5
33,8583,3.3
33,1033,4.4
33,5998,4.5
33,3668,4.5
33,346,5
33,9460,3.5
33,2391,4
33,2506,4.6
33,9699,5
33,2292,1.4
33,8375,4
33,452,4.2
33,5018,3.7
34,7592,4.9
34,8083,4.6
34,221,2.6
34,6612,4.6
34,6640,4.4
34,2151,4.6
34,7479,2.9
34,2623,3.9
34,9307,2.8
34,8876,3.3
34,4186,2.3
34,6458,4.7
34,4708,5
34,3613,3.7
35,2729,4.4
35,8842,4.3
35,2900,3.1
35,2551,4.1
35,3557,3.2
35,495,3
35,9758,3.7
35,9976,4
35,3686,2.8
35,6456,4.3
35,4044,5
35,992,3
35,29,4.4
35,5766,3.7
35,9824,2.9
35,1055,2.9
35,2170,2.5
35,7855,3.6
35,5651,3
35,396,3.1
35,4111,5
35,4201,3.9
35,608,4.4
35,8041,2.8
35,6239,2.3
35,6301,3.2
35,314,2.5
35,8977,3.2
36,7542,2.5
36,3522,4.1
36,4384,3.5
36,8840,4.6
36,210,3.6
36,7442,3.9
36,4705,2.9
36,999,3.1
36,7060,4.3
36,6472,3
36,7076,3.2
36,2084,3.5
36,4909,4.4
36,6229,2.8
36,6599,3.2
36,7528,5
36,3236,4.2
36,3074,4.2
36,3746,3.5
36,6615,3.9
36,7467,3.2
36,8907,2.8
36,5027,3
36,7049,3.7
36,2324,5
36,6370,4.2
36,6702,5
36,976,4.4
36,1136,4.6
36,2066,2.2
36,4069,4.1
36,8386,4.6
36,6514,2.1
36,1068,5
36,868,4.7
36,2927,4.7
36,3029,3.6
37,7506,4.2
37,9286,5
37,7290,4.2
37,2199,3.5
37,1744,3.2
37,1848,3.3
37,7226,3.6
37,1587,5
37,4353,3.2
37,913,3.3
37,9068,3.3
37,958,4.2
37,7284,3.6
37,3720,3.3
37,9947,5
37,4533,5
37,1208,3.7
37,300,3.2
37,3574,2.4
37,7484,4.2
37,330,5
38,195,4.9
38,2378,4.3
38,1287,3.2
38,8341,4.3
38,6827,2.1
38,1981,5
38,1489,3.9
38,4342,3.2
38,4332,3.8
38,5876,2.5
38,4810,3.6
38,1014,4
38,8806,3.4
38,3058,3
38,6790,3.2
38,6265,4.3
38,869,4
38,29,4.1
38,9003,3.4
38,2569,2.1
38,7605,3.1
38,9999,3.7
39,6953,4.1
39,3496,3
39,6816,2.8
39,7419,3.3
39,4735,4.6
39,9940,2.6
39,1155,4.4
39,2860,2.7
39,8494,2.5
39,2411,1.5
39,9200,2.4
39,4317,5
39,8777,5
39,7804,3.3
39,108,2.9
39,4103,4
39,5574,2.9
39,940,4.6
39,7328,3.9
39,4089,3.3
39,5915,5
39,4498,3.4
39,665,3.6
39,4256,2.7
39,7908,4.3
39,7807,3.2
39,4986,3.1
39,6225,3.5
39,5155,1.9
39,8579,3.6
39,1358,4.6
39,1699,3.6
39,5458,4.9
39,1882,2.2
39,5975,5
39,7543,3.1
39,287,3.6
39,4473,3.6
40,351,2.6
40,6626,5
40,1036,2
40,783,4.4
40,2580,3.5
40,9381,4
40,4131,1.8
40,6218,4.2
40,8966,4.5
40,7461,2.3
40,9970,4.7
40,6437,2.3
40,5947,4.8
40,1793,4
40,5178,1
40,2038,4.1
40,7673,4
40,9072,1.6
40,3872,2.2
41,1333,4.7
41,3912,4.2
41,4318,3
41,1957,4.5
41,7441,4.7
41,8520,2.7
41,8332,5
41,2803,3.5
41,1174,5
41,2377,2.3
41,5204,4.4
41,5170,3.2
41,5358,3.8
41,7015,4.1
41,7865,3.4
41,9420,4.6
41,560,3.1
41,5518,4.7
41,325,4.7
42,410,3.4
42,9417,4.6
42,7002,4.2
42,4954,2.8
42,7934,4.1
42,389,2.8
42,2815,2.3
42,6326,2.2
42,3364,1.3
42,3273,3.9
42,6863,3.8
42,2620,4
42,697,3
42,3221,3.6
43,3882,4
43,7136,5
43,4791,5
43,4593,4.7
43,3183,2.6
43,4159,4
43,1531,3.8
43,1213,2.7
43,548,5
43,1906,2.9
43,5854,5
43,5225,5
43,8313,3.9
43,6030,2.6
43,7848,3.8
43,3914,3.2
43,7368,3.2
43,6650,3.7
43,6372,3.5
43,6180,4.4
43,9942,2.9
43,9268,4.2
43,6958,4.6
43,3992,2.9
43,3066,5
43,7436,2.8
43,6979,4.4
43,4042,4.3
44,9714,3.4
44,2977,4.7
44,4544,4.8
44,4286,4.3
44,7241,2.8
44,6345,4.8
44,9399,3.5
44,928,3.6
44,6707,4.6
44,2448,4.3
44,2983,5
44,8982,4
44,5300,2.9
44,1203,5
44,1807,3
44,5340,3.1
44,244,3.5
44,8008,4.2
44,1732,4
44,6826,2.1
44,2023,4.1
44,2316,3.1
44,9965,3.9
44,8595,3
44,7303,3.2
44,4549,3.8
44,4268,4
44,9750,1.8
44,8913,4
44,6527,3.8
44,1506,4.1
44,325,4
44,7548,3.3
44,1246,3.8
44,2208,3.7
44,7993,4.3
44,9037,4.2
44,3892,4.5
45,5502,4.2
45,9081,2.2
45,2779,3.5
45,1685,3
45,4819,2.6
45,3981,2.8
45,8520,3.4
45,4334,3.6
45,1175,4
45,5171,2.7
45,9262,4.6
45,175,2.8
45,2403,3.4
45,9000,4
45,1272,4.5
45,7932,3.8
45,8265,4.3
45,8048,3.4
45,9536,3.7
45,1854,2.8
45,5852,4.8
45,982,4.1
45,3463,3.9
45,2553,4.1
45,740,3.4
45,1001,2.5
45,7998,4.3
45,2974,3.1
45,9176,4
45,9150,4.5
46,6487,5
46,1659,3.9
46,2686,2.4
46,62,1.9
46,846,4.8
46,5271,4.8
46,9051,4.7
46,3986,4.2
46,8470,2.8
46,8836,3.9
46,9318,5
46,2589,4.5
46,6350,3.5
46,7676,3.2
46,6747,2.1
46,6363,2.8
46,4300,2.4
46,7906,3.5
46,8217,4.6
46,9590,4.6
46,2942,3.6
46,5845,3.2
46,9319,2.8
46,94,3.2
46,1980,5
46,8155,4.3
46,4579,3.9
46,6272,3.1
46,7055,2.8
46,1447,2
46,3069,4
47,2616,3.9
47,9341,3.2
47,9318,4.2
47,8546,5
47,9698,3.3
47,9740,3.3
47,6499,3.9
47,7351,3.9
47,2591,4.7
47,7757,4.7
47,3520,3.6
47,3024,3.1
47,1205,3.7
47,4139,3.7
47,9613,3
47,2298,3.7
47,4805,2.8
47,3284,4.2
47,4025,4
47,5200,1.8
47,6905,4.2
47,8514,3.2
47,7652,2.3
47,8832,4.2
47,9657,4
47,8939,2.4
47,9684,2.4
47,5281,4.6
48,2608,3.3
48,9851,4
48,4104,3.6
48,6301,3.8
48,5232,3.2
48,8881,2.3
48,9195,2.9
48,423,2.6
48,6681,3.9
48,193,1.9
48,9142,3.8
48,7513,4.3
48,1286,4.3
48,2122,2.8
48,8056,4.5
48,2232,3.6
48,8864,2.3
48,5166,3.8
48,5143,5
48,3521,4.4
48,2255,4.3
48,3196,4.6
48,247,4.3
48,47,5
48,3493,4.5
49,3603,4
49,8098,4.6
49,1895,4.5
49,3676,4.9
49,5650,3.6
49,2176,5
49,9002,4.9
49,524,4.5
49,8688,4
49,8719,3.1
49,8791,3.9
49,4855,2.7
49,1097,3.5
49,3985,3.5
49,5613,3.8
49,4869,3.1
49,2607,4.2
49,1186,5
49,4520,5
49,2280,2.6
49,1867,4.3
49,8484,2.9
49,664,4.5
49,3504,4
49,4854,4.3
49,4001,2.8
49,3394,2.7
49,999,2.1
50,491,3.9
50,7023,3
50,9640,3.5
50,7158,4.4
50,3186,5
50,7024,5
50,5358,3.3
50,332,2.7
50,7269,3.9
50,1917,1.4
50,6472,3.1
50,8370,4.2
50,8731,4.1
50,8673,5
50,4467,3.8
51,5851,2.6
51,5310,3.5
51,9974,3.9
51,2149,2.8
51,9337,3.4
51,846,4
51,5284,3.8
51,8868,3.9
51,9066,3.9
51,7190,3.6
51,3820,3.1
51,224,5
51,6240,4.2
51,8235,4
51,3568,2.7
51,7974,4.8
51,4660,3.6
51,2319,3
51,7886,2.4
51,8649,2.6
51,4387,4.2
51,4335,3.1
51,9148,3
52,3365,4
52,9005,3.7
52,9626,3.8
52,4881,4.6
52,1974,3
52,5838,4.8
52,1735,3.2
52,9706,4.5
52,2346,5
52,7282,3.4
52,8716,2.2
52,2434,3.2
52,8752,3.7
52,4707,4.1
53,7699,3.6
53,5882,4.7
53,4727,2.9
53,1853,3.1
53,1150,4.7
53,5151,2
53,2140,3.2
53,7304,2.9
53,1399,2.6
53,5471,3.1
53,4045,3.9
53,4520,4.3
53,8750,3.9
54,9931,2.5
54,6015,2.9
54,6723,5
54,6083,5
54,1846,3.8
54,7794,5
54,6324,4.1
54,1720,3.3
54,4714,3.1
54,7313,5
54,670,3.5
54,8929,3.2
54,5528,5
54,5706,3.7
54,7117,5
54,7137,2.9
54,1734,5
54,4104,2
54,3106,4
54,9807,3.8
54,892,4.3
54,2128,3.7
54,4359,2.7
54,4701,4.4
54,8262,4.5
54,8981,5
54,7035,5
54,6030,4.1
54,1620,2.8
54,9259,3.8
54,2891,4.3
54,8248,3.7
54,94,2.2
54,9365,3.3
54,6285,5
54,6342,3.4
54,2246,4.6
54,4005,4.6
54,5278,4.2
54,6187,3.7
55,6310,4.8
55,839,3.8
55,917,4.6
55,3050,5
55,6443,2.4
55,3990,4.6
55,7592,3.7
55,3543,4.6
55,1249,2.6
55,689,3.3
55,6452,4.1
55,9361,3.8
55,8611,3.4
55,2677,3.8
55,799,2.7
56,9064,3.1
56,3565,4.2
56,3958,3.1
56,1637,3.2
56,8370,4.4
56,6058,3.2
56,573,4.4
56,8418,3.2
56,6312,1.9
56,10000,3.7
56,4179,3.8
56,2874,1.7
56,8579,2.2
56,9377,4
56,9428,4.4
56,164,2.7
56,8448,2.7
56,4930,4
56,9209,5
56,6796,2.9
56,6979,4
56,1168,3.4
56,3237,2.5
56,8764,4.6
56,8775,4.4
56,1638,3.6
56,651,3
56,5470,2.4
56,6303,5
56,8718,5
56,4633,4.7
56,1261,2.1
56,8040,4.2
56,5964,4.5
57,1982,2.8
57,5662,5
57,2067,1.6
57,9375,4.4
57,7643,5
57,7560,3.9
57,8823,1.2
57,4331,2.5
57,5860,4.1
57,8551,3.4
57,1006,2.9
57,4376,4.7
57,6269,3.4
57,6223,4.2
57,3432,2
57,5617,3.5
57,5155,1.9
57,2819,4.6
57,2310,4
57,4141,5
57,3425,4.4
57,9265,3.7
57,3384,4.9
57,265,4.1
57,6627,3.7
57,2098,1.4
57,8575,3.4
57,713,3.7
57,8381,2.5
57,826,1.9
57,7922,1.9
57,5727,4.4
57,5115,3.2
57,66,2.6
57,1717,3.4
57,8976,3.1
57,7776,3.8
57,7130,4.5
57,4760,5
58,5774,4.6
58,9336,4.1
58,6145,4.4
58,8439,4.4
58,6890,4.9
58,1963,4
58,2798,3.1
58,8324,1.6
58,4716,5
58,221,2.3
58,4040,4.2
58,9438,3.9
58,3137,3.1
58,1820,5
58,1717,4.4
58,961,3.5
58,7705,4.5
58,842,2.7
58,4969,2.7
58,8816,5
59,4381,2.7
59,4161,3.8
59,7489,3.5
59,7057,4.3
59,3743,5
59,5876,4.3
59,5094,5
59,5152,3.7
59,8009,4.1
59,7860,3.6
59,9058,3.2
59,140,4.9
59,9528,3.6
59,8871,2.1
59,6068,3
59,1777,4.3
59,7502,3.7
59,8225,3.9
59,5676,4.9
60,9911,2.5
60,5037,2.7
60,6925,5
60,2312,3.4
60,6838,2.6
60,8261,4.8
60,4275,4.8
60,4457,2.7
60,1474,4.3
60,3821,3.9
60,2330,3.4
60,4068,3.8
60,9506,2.1
60,8329,3.6
60,5710,2.4
60,1609,4.6
60,7194,3.7
60,7475,4.6
60,4702,3.8
60,696,2.6
60,1371,2.1
60,3392,2.9
60,7868,4.1
60,440,2.1
60,8696,4.2
60,8556,3.8
60,9844,3.4
61,990,4.6
61,5935,3.7
61,172,2.8
61,1628,3.6
61,5154,4.4
61,1613,3.6
61,5274,3.3
61,143,3.5
61,5998,4.9
61,3874,3.3
61,5580,3.6
61,2303,4.4
61,3870,2.3
61,2073,4.1
61,8662,3.3
61,5297,4.6
61,6777,5
61,2472,5
62,8206,2.9
62,5906,1
62,984,2.8
62,879,4
62,759,2.6
62,8022,4.1
62,6037,3.5
62,2564,4.7
62,1298,1.4
62,7171,3.2
62,284,2.4
62,6498,4.5
62,4272,3.3
62,8098,4
62,4296,3.5
62,3358,3.5
62,9235,2.5
62,3621,3.2
62,5182,2.8
62,5046,3.6
62,5683,1.3
62,9835,4.7
62,5390,1.8
62,1678,3
62,7693,3.4
63,2622,3.1
63,8665,3.7
63,7098,3.6
63,8930,2.5
63,4832,3.8
63,3214,4.8
63,1702,4
63,5456,4.3
63,8848,3.3
63,697,5
63,7313,4.6
63,1830,3.5
63,7111,5
63,6163,4.5
63,5096,4
63,8248,3.9
63,773,2.4
64,553,4.9
64,5465,4
64,7098,5
64,8576,5
64,1585,4.1
64,9944,4.1
64,864,4.2
64,739,4.5
64,9060,2.7
64,9974,3.7
64,921,4.1
64,3117,3.3
64,742,3.4
64,9242,4.5
64,1273,4.1
64,8841,2.4
64,2601,3.1
64,5504,4.5
64,7789,4.3
64,687,3.2
64,1171,3.4
64,9351,4.2
64,1178,4.5
64,9220,5
64,4105,3.7
64,8189,4.8
64,4020,3.6
64,3561,5
64,192,3.9
64,2702,5
64,3619,3.7
64,4907,3.4
64,4970,3.8
64,1341,1.6
64,2619,4.6
64,2494,5
65,4549,4.5
65,2579,3.2
65,1365,5
65,5884,2.3
65,6756,3.1
65,1835,5
65,5944,3.7
65,8700,1.7
65,2605,5
65,8624,4.1
65,6597,3.3
65,2440,3.9
65,6660,1.7
65,2079,5
65,5747,3.1
65,7903,3.1
65,112,3.2
65,3486,3.3
65,2423,3.7
65,4842,4.8
65,5320,1.6
66,7586,2.6
66,4589,2.1
